Dataset,Outlier_Frac,Trial,Config,Rel_Error
Thurber,0.3,7,rho_f=0.85,0.03792121003111747
Thurber,0.3,8,rho_f=0.85,0.03929571660081139
Thurber,0.3,9,rho_f=0.85,0.04254893982780086
Thurber,0.3,10,rho_f=0.85,0.02500303086980359
Thurber,0.3,11,rho_f=0.85,0.04111849996433266
Thurber,0.3,12,rho_f=0.85,0.03734001725183187
Thurber,0.3,13,rho_f=0.85,0.04111817812332171
Thurber,0.3,14,rho_f=0.85,0.09762253868105822
Thurber,0.3,15,rho_f=0.85,0.039059272465434475
Thurber,0.3,16,rho_f=0.85,0.05253657316539355
Thurber,0.3,17,rho_f=0.85,0.04733264175915977
Thurber,0.3,18,rho_f=0.85,0.07949522915018013
Thurber,0.3,19,rho_f=0.85,0.04114596985698311
Misra1a,0.0,0,rho_f=0.97,2.2696484691473672e-12
Misra1a,0.1,0,rho_f=0.97,0.03537178146108501
Misra1a,0.1,1,rho_f=0.97,0.04627844766432067
Misra1a,0.1,2,rho_f=0.97,0.04627844766430695
Misra1a,0.1,3,rho_f=0.97,0.02106962006940274
Misra1a,0.1,4,rho_f=0.97,0.04627844766429765
Misra1a,0.1,5,rho_f=0.97,0.03552264147001961
Misra1a,0.1,6,rho_f=0.97,0.04627844766432133
Misra1a,0.1,7,rho_f=0.97,0.03561030280206413
Misra1a,0.1,8,rho_f=0.97,0.04627844766431979
Misra1a,0.1,9,rho_f=0.97,0.04627844766426902
Misra1a,0.1,10,rho_f=0.97,0.04627844766432122
Misra1a,0.1,11,rho_f=0.97,0.04627844766431789
Misra1a,0.1,12,rho_f=0.97,0.046278447664310135
Misra1a,0.1,13,rho_f=0.97,0.035604862599974696
Misra1a,0.1,14,rho_f=0.97,0.03561134988122985
Misra1a,0.1,15,rho_f=0.97,0.046278447664304966
Misra1a,0.1,16,rho_f=0.97,0.03517339322500809
Misra1a,0.1,17,rho_f=0.97,0.04627844766432187
Misra1a,0.1,18,rho_f=0.97,0.03551246335506182
Misra1a,0.1,19,rho_f=0.97,0.03553239418110628
Misra1a,0.3,0,rho_f=0.97,0.029007743533438855
